,json_file,organism_name,compound_name,inchikey,decision,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_parent,plant_name_id,taxon_status,matched_by,matched_name,InChIKey,InChIKey_simp,SMILES,DOI,pairs
0,10.5772%2F28961.json,vernonanthura patens (kunth) h. rob,1 - bromo-octadecane,WSULSMOGMLRGKU-UHFFFAOYSA-N,Yes,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_w_author_unique,Vernonanthura patens (Kunth) H.Rob.,WSULSMOGMLRGKU-UHFFFAOYSA-N,WSULSMOGMLRGKU,CCCCCCCCCCCCCCCCCCBr,10.5772%2F28961,Vernonanthura patens_WSULSMOGMLRGKU
1,10.5772%2F28961.json,vernonanthura patens (kunth) h. rob,2 - bromo dodecane,GIUUCQVKMWBSRT-UHFFFAOYSA-N,Yes,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_w_author_unique,Vernonanthura patens (Kunth) H.Rob.,GIUUCQVKMWBSRT-UHFFFAOYSA-N,GIUUCQVKMWBSRT,CCCCCCCCCCC(C)Br,10.5772%2F28961,Vernonanthura patens_GIUUCQVKMWBSRT
2,10.5772%2F28961.json,vernonanthura patens (kunth) h. rob,squalene,YYGNTYWPHWGJRM-AAJYLUCBSA-N,Yes,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_w_author_unique,Vernonanthura patens (Kunth) H.Rob.,YYGNTYWPHWGJRM-AAJYLUCBSA-N,YYGNTYWPHWGJRM,CC(=CCC/C(=C/CC/C(=C/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)/C)/C)C,10.5772%2F28961,Vernonanthura patens_YYGNTYWPHWGJRM
3,10.5772%2F28961.json,vernonanthura patens (kunth) h. rob,"heptadecane, 3-methyl-",HPDKJRSKBCPMIY-UHFFFAOYSA-N,Yes,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_w_author_unique,Vernonanthura patens (Kunth) H.Rob.,HPDKJRSKBCPMIY-UHFFFAOYSA-N,HPDKJRSKBCPMIY,CCCCCCCCCCCCCCC(C)CC,10.5772%2F28961,Vernonanthura patens_HPDKJRSKBCPMIY
4,10.5772%2F28961.json,vernonanthura patens (kunth) h. rob,hexadecane,DCAYPVUWAIABOU-UHFFFAOYSA-N,Yes,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_w_author_unique,Vernonanthura patens (Kunth) H.Rob.,DCAYPVUWAIABOU-UHFFFAOYSA-N,DCAYPVUWAIABOU,CCCCCCCCCCCCCCCC,10.5772%2F28961,Vernonanthura patens_DCAYPVUWAIABOU
5,10.5772%2F28961.json,vernonanthura patens (kunth) h. rob,α-caryophyllene,FAMPSKZZVDUYOS-HRGUGZIWSA-N,Yes,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_w_author_unique,Vernonanthura patens (Kunth) H.Rob.,FAMPSKZZVDUYOS-HRGUGZIWSA-N,FAMPSKZZVDUYOS,C/C/1=C\CC(/C=C/C/C(=C/CC1)/C)(C)C,10.5772%2F28961,Vernonanthura patens_FAMPSKZZVDUYOS
6,10.5772%2F28961.json,vernonanthura patens (kunth) h. rob,nonadecane,LQERIDTXQFOHKA-UHFFFAOYSA-N,Yes,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_w_author_unique,Vernonanthura patens (Kunth) H.Rob.,LQERIDTXQFOHKA-UHFFFAOYSA-N,LQERIDTXQFOHKA,CCCCCCCCCCCCCCCCCCC,10.5772%2F28961,Vernonanthura patens_LQERIDTXQFOHKA
7,10.5772%2F28961.json,vernonanthura patens (kunth) h. rob,hentriacontane,IUJAMGNYPWYUPM-UHFFFAOYSA-N,Yes,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_w_author_unique,Vernonanthura patens (Kunth) H.Rob.,IUJAMGNYPWYUPM-UHFFFAOYSA-N,IUJAMGNYPWYUPM,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,10.5772%2F28961,Vernonanthura patens_IUJAMGNYPWYUPM
8,10.5772%2F28961.json,vernonanthura patens (kunth) h. rob,1-iodo-hexadecane,KMWHQYDMBYABKL-UHFFFAOYSA-N,Yes,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_w_author_unique,Vernonanthura patens (Kunth) H.Rob.,KMWHQYDMBYABKL-UHFFFAOYSA-N,KMWHQYDMBYABKL,CCCCCCCCCCCCCCCCI,10.5772%2F28961,Vernonanthura patens_KMWHQYDMBYABKL
9,10.5772%2F28961.json,vernonanthura patens (kunth) h. rob,eicosane,CBFCDTFDPHXCNY-UHFFFAOYSA-N,Yes,969218-1,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,Asteraceae,Species,Vernonanthura patens,Vernonanthura patens (Kunth) H.Rob.,969218-1,Vernonanthura,3052283,Accepted,direct_wcvp_w_author_unique,Vernonanthura patens (Kunth) H.Rob.,CBFCDTFDPHXCNY-UHFFFAOYSA-N,CBFCDTFDPHXCNY,CCCCCCCCCCCCCCCCCCCC,10.5772%2F28961,Vernonanthura patens_CBFCDTFDPHXCNY
