,pkl_file,organism_name,compound_name,decision,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_parent,plant_name_id,taxon_status,matched_by,matched_name,InChIKey,InChIKey_simp,SMILES,DOI,pairs
0,10.1007_S11306-009-0195-X.pkl,ginkgo biloba,"30-methoxy-3-(6-o-α-l-rhamnopyranosyl-β-d-glucopyranosyloxy)-40,5,7-trihydroxyflavone [isorhamnetin 3-o-rutinoside]",Yes,262125-1,Ginkgo biloba,Ginkgo biloba L.,Ginkgoaceae,Species,Ginkgo biloba,Ginkgo biloba L.,262125-1,Ginkgo,334053,Accepted,direct_wcvp_unique,Ginkgo biloba,,,,10.1007/S11306-009-0195-X,
1,10.1007_S11306-009-0195-X.pkl,ginkgo biloba,"3-(2-o-[6-o-(p-coumaroyl)-β-d-glucopyranosyl]-α-l-rhamnopyranosyloxy)-30,40,5,7-tetrahydroxyflavone",Yes,262125-1,Ginkgo biloba,Ginkgo biloba L.,Ginkgoaceae,Species,Ginkgo biloba,Ginkgo biloba L.,262125-1,Ginkgo,334053,Accepted,direct_wcvp_unique,Ginkgo biloba,,,,10.1007/S11306-009-0195-X,
2,10.1007_S11306-009-0195-X.pkl,ginkgo biloba,"3-(6-o-α-l-rhamnopyranosyl-β-d-glucopyranosyloxy)-30,40,5,7-tetrahydroxyflavone [quercetin 3-o-rutinoside, rutin]",Yes,262125-1,Ginkgo biloba,Ginkgo biloba L.,Ginkgoaceae,Species,Ginkgo biloba,Ginkgo biloba L.,262125-1,Ginkgo,334053,Accepted,direct_wcvp_unique,Ginkgo biloba,,,,10.1007/S11306-009-0195-X,
3,10.1007_S11306-009-0195-X.pkl,ginkgo biloba,ginkgolides j,Yes,262125-1,Ginkgo biloba,Ginkgo biloba L.,Ginkgoaceae,Species,Ginkgo biloba,Ginkgo biloba L.,262125-1,Ginkgo,334053,Accepted,direct_wcvp_unique,Ginkgo biloba,,,,10.1007/S11306-009-0195-X,
4,10.1007_S11306-009-0195-X.pkl,ginkgo biloba,ginkgolides a,Yes,262125-1,Ginkgo biloba,Ginkgo biloba L.,Ginkgoaceae,Species,Ginkgo biloba,Ginkgo biloba L.,262125-1,Ginkgo,334053,Accepted,direct_wcvp_unique,Ginkgo biloba,,,,10.1007/S11306-009-0195-X,
5,10.1007_S11306-009-0195-X.pkl,ginkgo biloba,shikimic acid,Yes,262125-1,Ginkgo biloba,Ginkgo biloba L.,Ginkgoaceae,Species,Ginkgo biloba,Ginkgo biloba L.,262125-1,Ginkgo,334053,Accepted,direct_wcvp_unique,Ginkgo biloba,JXOHGGNKMLTUBP-HSUXUTPPSA-N,JXOHGGNKMLTUBP,C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)O)O)O,10.1007/S11306-009-0195-X,Ginkgo bilobaJXOHGGNKMLTUBP
6,10.1007_S11306-009-0195-X.pkl,ginkgo biloba,"3-(6-o-α-l-rhamnopyranosyl-β-d-glucopyranosyloxy)-40,5,7-trihydroxyflavone [kaempferol 3-o-rutinoside]",Yes,262125-1,Ginkgo biloba,Ginkgo biloba L.,Ginkgoaceae,Species,Ginkgo biloba,Ginkgo biloba L.,262125-1,Ginkgo,334053,Accepted,direct_wcvp_unique,Ginkgo biloba,,,,10.1007/S11306-009-0195-X,
7,10.1007_S11306-009-0195-X.pkl,ginkgo biloba,ginkgolides c,Yes,262125-1,Ginkgo biloba,Ginkgo biloba L.,Ginkgoaceae,Species,Ginkgo biloba,Ginkgo biloba L.,262125-1,Ginkgo,334053,Accepted,direct_wcvp_unique,Ginkgo biloba,,,,10.1007/S11306-009-0195-X,
8,10.1007_S11306-009-0195-X.pkl,ginkgo biloba,"3-(2-o-β-d-glucopyranosyl-α-l-rhamnopyranosyloxy)-30,40,5,7-tetrahydroxyflavone",Yes,262125-1,Ginkgo biloba,Ginkgo biloba L.,Ginkgoaceae,Species,Ginkgo biloba,Ginkgo biloba L.,262125-1,Ginkgo,334053,Accepted,direct_wcvp_unique,Ginkgo biloba,,,,10.1007/S11306-009-0195-X,
9,10.1007_S11306-009-0195-X.pkl,ginkgo biloba,bilobalide,Yes,262125-1,Ginkgo biloba,Ginkgo biloba L.,Ginkgoaceae,Species,Ginkgo biloba,Ginkgo biloba L.,262125-1,Ginkgo,334053,Accepted,direct_wcvp_unique,Ginkgo biloba,MOLPUWBMSBJXER-YDGSQGCISA-N,MOLPUWBMSBJXER,CC(C)(C)[C@@]1(C[C@H]2[C@@]3([C@]14[C@H](C(=O)O[C@H]4OC3=O)O)CC(=O)O2)O,10.1007/S11306-009-0195-X,Ginkgo bilobaMOLPUWBMSBJXER
10,10.1007_S11306-009-0195-X.pkl,ginkgo biloba,"30,40,5,7-tetrahydroxyflavonol [quercetin]",Yes,262125-1,Ginkgo biloba,Ginkgo biloba L.,Ginkgoaceae,Species,Ginkgo biloba,Ginkgo biloba L.,262125-1,Ginkgo,334053,Accepted,direct_wcvp_unique,Ginkgo biloba,,,,10.1007/S11306-009-0195-X,
11,10.1007_S11306-009-0195-X.pkl,ginkgo biloba,"3-(2-o-β-d-glucopyranosyl-α-l-rhamnopyranosyloxy)-40,5,7-trihydroxyflavone",Yes,262125-1,Ginkgo biloba,Ginkgo biloba L.,Ginkgoaceae,Species,Ginkgo biloba,Ginkgo biloba L.,262125-1,Ginkgo,334053,Accepted,direct_wcvp_unique,Ginkgo biloba,,,,10.1007/S11306-009-0195-X,
12,10.1007_S11306-009-0195-X.pkl,ginkgo biloba,δ8-15:1-anacardic acid,Yes,262125-1,Ginkgo biloba,Ginkgo biloba L.,Ginkgoaceae,Species,Ginkgo biloba,Ginkgo biloba L.,262125-1,Ginkgo,334053,Accepted,direct_wcvp_unique,Ginkgo biloba,,,,10.1007/S11306-009-0195-X,
13,10.1007_S11306-009-0195-X.pkl,ginkgo biloba,"3,4-dihydroxybenzoic acid",Yes,262125-1,Ginkgo biloba,Ginkgo biloba L.,Ginkgoaceae,Species,Ginkgo biloba,Ginkgo biloba L.,262125-1,Ginkgo,334053,Accepted,direct_wcvp_unique,Ginkgo biloba,YQUVCSBJEUQKSH-UHFFFAOYSA-N,YQUVCSBJEUQKSH,C1=CC(=C(C=C1C(=O)O)O)O,10.1007/S11306-009-0195-X,Ginkgo bilobaYQUVCSBJEUQKSH
14,10.1007_S11306-009-0195-X.pkl,ginkgo biloba,ginkgolides b,Yes,262125-1,Ginkgo biloba,Ginkgo biloba L.,Ginkgoaceae,Species,Ginkgo biloba,Ginkgo biloba L.,262125-1,Ginkgo,334053,Accepted,direct_wcvp_unique,Ginkgo biloba,,,,10.1007/S11306-009-0195-X,
15,10.1007_S11306-009-0195-X.pkl,ginkgo biloba,"3-(2-o-[6-o-(p-coumaroyl)-β-d-glucopyranosyl]-α-l-rhamnopyranosyloxy)-40,5,7-trihydroxyflavone",Yes,262125-1,Ginkgo biloba,Ginkgo biloba L.,Ginkgoaceae,Species,Ginkgo biloba,Ginkgo biloba L.,262125-1,Ginkgo,334053,Accepted,direct_wcvp_unique,Ginkgo biloba,,,,10.1007/S11306-009-0195-X,
16,10.1016_J.PHYTOCHEM.2010.06.020.pkl,bagassa guianensis aubl,katuranin,Yes,850483-1,Bagassa guianensis,Bagassa guianensis Aubl.,Moraceae,Species,Bagassa guianensis,Bagassa guianensis Aubl.,850483-1,Bagassa,2667845,Accepted,direct_wcvp_w_author_unique,Bagassa guianensis Aubl.,PADQINQHPQKXNL-LSDHHAIUSA-N,PADQINQHPQKXNL,C1=CC(=CC=C1[C@@H]2[C@H](C(=O)C3=C(C=C(C=C3O2)O)O)O)O,10.1016/J.PHYTOCHEM.2010.06.020,Bagassa guianensisPADQINQHPQKXNL
17,10.1016_J.PHYTOCHEM.2010.06.020.pkl,bagassa guianensis aubl,arachidin 2,Yes,850483-1,Bagassa guianensis,Bagassa guianensis Aubl.,Moraceae,Species,Bagassa guianensis,Bagassa guianensis Aubl.,850483-1,Bagassa,2667845,Accepted,direct_wcvp_w_author_unique,Bagassa guianensis Aubl.,WWFOQQIWOKJBSJ-SNAWJCMRSA-N,WWFOQQIWOKJBSJ,CC(=CCC1=C(C=C(C=C1O)/C=C/C2=CC=C(C=C2)O)O)C,10.1016/J.PHYTOCHEM.2010.06.020,Bagassa guianensisWWFOQQIWOKJBSJ
